strategy,ImmediateExit
run,4
turns,1000
total_landings_recorded,1194
index,square,count,percentage
0,GO,36,0.03600000
1,Mediterranean Avenue,24,0.02400000
2,Community Chest,35,0.03500000
3,Baltic Avenue,27,0.02700000
4,Income Tax,29,0.02900000
5,Reading Railroad,27,0.02700000
6,Oriental Avenue,38,0.03800000
7,Chance,28,0.02800000
8,Vermont Avenue,30,0.03000000
9,Connecticut Avenue,48,0.04800000
10,In Jail (Just Visiting),30,0.03000000
11,St. Charles Place,25,0.02500000
12,Electric Company,24,0.02400000
13,States Avenue,24,0.02400000
14,Virginia Avenue,37,0.03700000
15,Pennsylvania Railroad,34,0.03400000
16,St. James Place,31,0.03100000
17,Community Chest,34,0.03400000
18,Tennessee Avenue,28,0.02800000
19,New York Avenue,34,0.03400000
20,Free Parking,30,0.03000000
21,Kentucky Avenue,29,0.02900000
22,Chance,31,0.03100000
23,Indiana Avenue,35,0.03500000
24,Illinois Avenue,24,0.02400000
25,B&O Railroad,28,0.02800000
26,Atlantic Avenue,37,0.03700000
27,Ventnor Avenue,25,0.02500000
28,Water Works,22,0.02200000
29,Marvin Gardens,29,0.02900000
30,Go to Jail,20,0.02000000
31,Pacific Avenue,32,0.03200000
32,North Carolina Avenue,30,0.03000000
33,Community Chest,45,0.04500000
34,Pennsylvania Avenue,28,0.02800000
35,Short Line Railroad,21,0.02100000
36,Chance,30,0.03000000
37,Park Place,26,0.02600000
38,Luxury Tax,28,0.02800000
39,Boardwalk,21,0.02100000
