strategy,ImmediateExit
run,3
turns,100000
total_landings_recorded,119832
index,square,count,percentage
0,GO,2875,0.02875000
1,Mediterranean Avenue,2824,0.02824000
2,Community Chest,2773,0.02773000
3,Baltic Avenue,2858,0.02858000
4,Income Tax,3133,0.03133000
5,Reading Railroad,3149,0.03149000
6,Oriental Avenue,3212,0.03212000
7,Chance,3264,0.03264000
8,Vermont Avenue,3313,0.03313000
9,Connecticut Avenue,3146,0.03146000
10,In Jail (Just Visiting),3137,0.03137000
11,St. Charles Place,3048,0.03048000
12,Electric Company,3088,0.03088000
13,States Avenue,2852,0.02852000
14,Virginia Avenue,2930,0.02930000
15,Pennsylvania Railroad,2981,0.02981000
16,St. James Place,3025,0.03025000
17,Community Chest,3080,0.03080000
18,Tennessee Avenue,2971,0.02971000
19,New York Avenue,3276,0.03276000
20,Free Parking,3051,0.03051000
21,Kentucky Avenue,3070,0.03070000
22,Chance,3036,0.03036000
23,Indiana Avenue,3068,0.03068000
24,Illinois Avenue,2977,0.02977000
25,B&O Railroad,2868,0.02868000
26,Atlantic Avenue,2861,0.02861000
27,Ventnor Avenue,2863,0.02863000
28,Water Works,2805,0.02805000
29,Marvin Gardens,2735,0.02735000
30,Go to Jail,2893,0.02893000
31,Pacific Avenue,2794,0.02794000
32,North Carolina Avenue,2846,0.02846000
33,Community Chest,3090,0.03090000
34,Pennsylvania Avenue,2944,0.02944000
35,Short Line Railroad,2997,0.02997000
36,Chance,3008,0.03008000
37,Park Place,2985,0.02985000
38,Luxury Tax,3116,0.03116000
39,Boardwalk,2890,0.02890000
