strategy,TryForDoubles
run,7
turns,100000
total_landings_recorded,119500
index,square,count,percentage
0,GO,2825,0.02825000
1,Mediterranean Avenue,2837,0.02837000
2,Community Chest,2879,0.02879000
3,Baltic Avenue,2808,0.02808000
4,Income Tax,3178,0.03178000
5,Reading Railroad,3062,0.03062000
6,Oriental Avenue,3247,0.03247000
7,Chance,3194,0.03194000
8,Vermont Avenue,3253,0.03253000
9,Connecticut Avenue,3112,0.03112000
10,In Jail (Just Visiting),3165,0.03165000
11,St. Charles Place,3074,0.03074000
12,Electric Company,2931,0.02931000
13,States Avenue,2854,0.02854000
14,Virginia Avenue,2937,0.02937000
15,Pennsylvania Railroad,3032,0.03032000
16,St. James Place,3112,0.03112000
17,Community Chest,2994,0.02994000
18,Tennessee Avenue,2994,0.02994000
19,New York Avenue,3336,0.03336000
20,Free Parking,2972,0.02972000
21,Kentucky Avenue,3023,0.03023000
22,Chance,3009,0.03009000
23,Indiana Avenue,3024,0.03024000
24,Illinois Avenue,2916,0.02916000
25,B&O Railroad,2903,0.02903000
26,Atlantic Avenue,2901,0.02901000
27,Ventnor Avenue,2865,0.02865000
28,Water Works,2819,0.02819000
29,Marvin Gardens,2830,0.02830000
30,Go to Jail,2778,0.02778000
31,Pacific Avenue,2851,0.02851000
32,North Carolina Avenue,2811,0.02811000
33,Community Chest,3047,0.03047000
34,Pennsylvania Avenue,2955,0.02955000
35,Short Line Railroad,3037,0.03037000
36,Chance,2929,0.02929000
37,Park Place,3127,0.03127000
38,Luxury Tax,2927,0.02927000
39,Boardwalk,2952,0.02952000
