strategy,ImmediateExit
run,10
turns,100000
total_landings_recorded,119643
index,square,count,percentage
0,GO,2870,0.02870000
1,Mediterranean Avenue,2828,0.02828000
2,Community Chest,2711,0.02711000
3,Baltic Avenue,2877,0.02877000
4,Income Tax,3262,0.03262000
5,Reading Railroad,3105,0.03105000
6,Oriental Avenue,3164,0.03164000
7,Chance,3344,0.03344000
8,Vermont Avenue,3238,0.03238000
9,Connecticut Avenue,3134,0.03134000
10,In Jail (Just Visiting),3116,0.03116000
11,St. Charles Place,3057,0.03057000
12,Electric Company,2940,0.02940000
13,States Avenue,3035,0.03035000
14,Virginia Avenue,2900,0.02900000
15,Pennsylvania Railroad,2906,0.02906000
16,St. James Place,2969,0.02969000
17,Community Chest,3099,0.03099000
18,Tennessee Avenue,2971,0.02971000
19,New York Avenue,3248,0.03248000
20,Free Parking,3048,0.03048000
21,Kentucky Avenue,3061,0.03061000
22,Chance,3009,0.03009000
23,Indiana Avenue,3075,0.03075000
24,Illinois Avenue,2876,0.02876000
25,B&O Railroad,2927,0.02927000
26,Atlantic Avenue,2880,0.02880000
27,Ventnor Avenue,2881,0.02881000
28,Water Works,2894,0.02894000
29,Marvin Gardens,2779,0.02779000
30,Go to Jail,2766,0.02766000
31,Pacific Avenue,2873,0.02873000
32,North Carolina Avenue,2830,0.02830000
33,Community Chest,3110,0.03110000
34,Pennsylvania Avenue,2974,0.02974000
35,Short Line Railroad,2936,0.02936000
36,Chance,3062,0.03062000
37,Park Place,3049,0.03049000
38,Luxury Tax,2875,0.02875000
39,Boardwalk,2964,0.02964000
